0,-0.000908672
0.0005,-0.002904194
0.001,-0.006360348
0.0015,-0.009424594
0.002,-0.012593022
0.0025,-0.015732405
0.003,-0.018878145
0.0035,-0.022020458
0.004,-0.025161669
0.0045,-0.028300856
0.005,-0.03143797
0.0055,-0.034572728
0.006,-0.037704907
0.0065,-0.040834272
0.007,-0.04396059
0.0075,-0.047083627
0.008,-0.050203149
0.0085,-0.053318925
0.009,-0.056430721
0.0095,-0.059538306
0.01,-0.062641447
0.0105,-0.065739913
0.011,-0.068833473
0.0115,-0.071921895
0.012,-0.075004949
0.0125,-0.078082405
0.013,-0.081154034
0.0135,-0.084219606
0.014,-0.087278892
0.0145,-0.090331665
0.015,-0.093377695
0.0155,-0.096416757
0.016,-0.099448622
0.0165,-0.102473065
0.017,-0.10548986
0.0175,-0.108498782
0.018,-0.111499607
0.0185,-0.114492109
0.019,-0.117476067
0.0195,-0.120451257
0.02,-0.123417457
0.0205,-0.126374446
0.021,-0.129322004
0.0215,-0.132259909
0.022,-0.135187943
0.0225,-0.138105888
0.023,-0.141013525
0.0235,-0.143910638
0.024,-0.14679701
0.0245,-0.149672427
0.025,-0.152536672
0.0255,-0.155389533
0.026,-0.158230797
0.0265,-0.161060252
0.027,-0.163877685
0.0275,-0.166682888
0.028,-0.169475651
0.0285,-0.172255765
0.029,-0.175023023
0.0295,-0.177777218
0.03,-0.180518146
0.0305,-0.1832456
0.031,-0.185959378
0.0315,-0.188659277
0.032,-0.191345095
0.0325,-0.194016633
0.033,-0.196673691
0.0335,-0.19931607
0.034,-0.201943573
0.0345,-0.204556004
0.035,-0.207153169
0.0355,-0.209734873
0.036,-0.212300923
0.0365,-0.214851129
0.037,-0.217385299
0.0375,-0.219903245
0.038,-0.222404779
0.0385,-0.224889714
0.039,-0.227357864
0.0395,-0.229809046
0.04,-0.232243076
0.0405,-0.234659773
0.041,-0.237058957
0.0415,-0.239440448
0.042,-0.241804068
0.0425,-0.244149641
0.043,-0.246476993
0.0435,-0.248785949
0.044,-0.251076337
0.0445,-0.253347987
0.045,-0.255600728
0.0455,-0.257834392
0.046,-0.260048813
0.0465,-0.262243826
0.047,-0.264419267
0.0475,-0.266574972
0.048,-0.268710783
0.0485,-0.270826538
0.049,-0.27292208
0.0495,-0.274997253
0.05,-0.277051902
0.0505,-0.279085874
0.051,-0.281099016
0.0515,-0.283091179
0.052,-0.285062213
0.0525,-0.287011972
0.053,-0.28894031
0.0535,-0.290847084
0.054,-0.29273215
0.0545,-0.294595369
0.055,-0.2964366
0.0555,-0.298255708
0.056,-0.300052555
0.0565,-0.301827009
0.057,-0.303578935
0.0575,-0.305308205
0.058,-0.307014688
0.0585,-0.308698257
0.059,-0.310358787
0.0595,-0.311996154
0.06,-0.313610235
0.0605,-0.31520091
0.061,-0.31676806
0.0615,-0.318311569
0.062,-0.319831321
0.0625,-0.321327202
0.063,-0.322799102
0.0635,-0.32424691
0.064,-0.325670518
0.0645,-0.32706982
0.065,-0.328444711
0.0655,-0.329795089
0.066,-0.331120854
0.0665,-0.332421905
0.067,-0.333698146
0.0675,-0.334949482
0.068,-0.33617582
0.0685,-0.337377067
0.069,-0.338553135
0.0695,-0.339703935
0.07,-0.340829381
0.0705,-0.341929391
0.071,-0.34300388
0.0715,-0.34405277
0.072,-0.345075981
0.0725,-0.346073439
0.073,-0.347045067
0.0735,-0.347990794
0.074,-0.348910549
0.0745,-0.349804264
0.075,-0.350671871
0.0755,-0.351513306
0.076,-0.352328507
0.0765,-0.353117411
0.077,-0.353879961
0.0775,-0.3546161
0.078,-0.355325772
0.0785,-0.356008925
0.079,-0.356665507
0.0795,-0.35729547
0.08,-0.357898767
0.0805,-0.358475352
0.081,-0.359025183
0.0815,-0.359548218
0.082,-0.360044419
0.0825,-0.360513748
0.083,-0.360956171
0.0835,-0.361371654
0.084,-0.361760166
0.0845,-0.362121679
0.085,-0.362456165
0.0855,-0.362763599
0.086,-0.363043959
0.0865,-0.363297224
0.087,-0.363523374
0.0875,-0.363722393
0.088,-0.363894266
0.0885,-0.364038981
0.089,-0.364156525
0.0895,-0.364246891
0.09,-0.364310072
0.0905,-0.364346063
0.091,-0.364354861
0.0915,-0.364336466
0.092,-0.364290879
0.0925,-0.364218104
0.093,-0.364118145
0.0935,-0.363991011
0.094,-0.363836711
0.0945,-0.363655256
0.095,-0.36344666
0.0955,-0.363210939
0.096,-0.36294811
0.0965,-0.362658192
0.097,-0.362341208
0.0975,-0.361997181
0.098,-0.361626137
0.0985,-0.361228103
0.099,-0.360803109
0.0995,-0.360351187
0.1,-0.35987237
0.1005,-0.359366695
0.101,-0.358834199
0.1015,-0.358274921
0.102,-0.357688904
0.1025,-0.357076192
0.103,-0.356436829
0.1035,-0.355770864
0.104,-0.355078346
0.1045,-0.354359327
0.105,-0.353613862
0.1055,-0.352842004
0.106,-0.352043812
0.1065,-0.351219347
0.107,-0.350368668
0.1075,-0.349491839
0.108,-0.348588927
0.1085,-0.347659998
0.109,-0.346705122
0.1095,-0.34572437
0.11,-0.344717815
0.1105,-0.343685532
0.111,-0.342627599
0.1115,-0.341544094
0.112,-0.340435099
0.1125,-0.339300695
0.113,-0.338140968
0.1135,-0.336956004
0.114,-0.335745892
0.1145,-0.334510721
0.115,-0.333250585
0.1155,-0.331965577
0.116,-0.330655793
0.1165,-0.329321331
0.117,-0.32796229
0.1175,-0.326578772
0.118,-0.32517088
0.1185,-0.32373872
0.119,-0.322282397
0.1195,-0.320802021
0.12,-0.319297703
0.1205,-0.317769554
0.121,-0.316217689
